Gender,Married,Dependents,Education,Self_Employed,Employment_Type,Property_Area,City_Tier,ApplicantIncome,CoapplicantIncome,Existing_EMI,Savings,Other_Debts,LoanAmount,Loan_Amount_Term,Credit_Score,Loan_Status
Male,Yes,0,Graduate,No,Salaried,Semiurban,1,17128,0,0,362209,237618,1448995,40,737,0
Female,No,0,Graduate,No,Salaried,Semiurban,2,59503,16768,13371,481484,0,1174719,18,699,0
Male,No,0,Graduate,No,Salaried,Urban,2,138587,19347,0,481421,205823,1270629,57,701,1
Male,Yes,2,Graduate,No,Salaried,Urban,2,38286,14589,0,479613,0,694861,38,662,1
Female,No,2,Graduate,No,Government,Rural,1,52879,50956,0,559063,0,514240,25,639,1
Male,No,0,Not Graduate,No,Salaried,Urban,3,21089,0,2627,501893,0,1328753,14,656,0
Male,No,1,Not Graduate,No,Self-Employed,Urban,2,50781,0,0,473491,367793,1179378,15,770,0
Male,Yes,0,Not Graduate,No,Salaried,Semiurban,1,46678,20823,0,789343,0,1353624,39,821,0
Male,No,1,Graduate,No,Self-Employed,Rural,2,15813,0,17415,425494,473389,358606,24,760,0
Male,Yes,0,Graduate,No,Salaried,Rural,1,28261,0,0,650472,0,413396,58,778,1
Male,Yes,1,Graduate,No,Self-Employed,Semiurban,2,27053,0,28067,728405,264931,608644,20,605,0
Female,No,1,Not Graduate,No,Self-Employed,Semiurban,1,20971,34200,13853,453991,0,710958,43,729,0
Male,Yes,3+,Graduate,No,Salaried,Rural,3,33560,0,0,368434,0,1145990,42,622,0
Male,Yes,0,Graduate,Yes,Government,Semiurban,3,66144,20058,12622,69377,0,477127,29,682,1
Male,No,2,Graduate,No,Government,Semiurban,1,35296,0,4283,185606,229333,846161,42,705,0
Female,No,1,Not Graduate,No,Salaried,Urban,1,94037,0,21292,461538,0,1557909,26,680,0
Male,Yes,3+,Graduate,Yes,Self-Employed,Urban,1,40956,0,0,371377,318363,838181,38,806,0
Female,No,0,Graduate,Yes,Self-Employed,Semiurban,2,59826,20497,0,627219,130696,1780312,36,598,0
Female,No,0,Not Graduate,No,Salaried,Urban,1,65735,22663,0,796891,0,821636,27,527,0
Female,Yes,2,Graduate,No,Salaried,Urban,3,116239,0,15812,313228,227987,1408639,32,613,0
Male,No,0,Graduate,Yes,Other,Rural,2,33722,0,0,500024,0,4259391,60,675,0
Female,Yes,0,Graduate,Yes,Salaried,Urban,2,63772,0,0,104696,307167,2302289,58,746,0
Male,Yes,0,Graduate,Yes,Government,Urban,2,29706,15276,0,377008,0,257827,24,718,1
Female,Yes,2,Graduate,No,Self-Employed,Urban,3,128917,33751,0,722667,592427,1687057,16,786,0
Female,Yes,0,Graduate,No,Salaried,Semiurban,1,28224,0,24553,717254,588665,1835763,18,547,0
Male,Yes,2,Graduate,No,Salaried,Rural,2,61746,28849,8195,748482,0,1869145,12,753,0
Male,No,1,Not Graduate,No,Self-Employed,Semiurban,2,117886,0,0,35972,0,384704,32,723,1
Male,No,0,Graduate,No,Salaried,Rural,2,25892,0,0,759731,0,1245521,29,690,0
Female,Yes,0,Graduate,No,Salaried,Rural,2,69361,0,26284,128864,0,562893,51,690,0
Male,No,0,Graduate,No,Self-Employed,Rural,1,28962,23894,13086,513453,0,749643,30,752,0
Male,Yes,1,Not Graduate,No,Government,Urban,2,179939,17516,5199,231226,0,1328326,52,770,1
Male,Yes,1,Graduate,Yes,Self-Employed,Semiurban,3,17668,0,0,124424,548356,420524,28,678,0
Female,No,1,Graduate,No,Salaried,Urban,1,21704,28930,0,513626,188018,1188145,56,741,0
Female,Yes,0,Graduate,Yes,Salaried,Urban,2,26982,0,0,39182,0,475194,42,619,0
Female,Yes,1,Graduate,No,Other,Semiurban,1,27464,0,25986,297809,0,176035,60,807,0
Female,No,2,Graduate,Yes,Government,Urban,2,66586,15886,0,610051,0,1988140,27,726,0
Male,Yes,2,Not Graduate,No,Salaried,Semiurban,3,134538,31895,18434,343457,101863,661029,27,666,0
Male,No,2,Graduate,No,Government,Urban,2,94381,0,0,522557,0,825459,8,809,1
Female,Yes,0,Not Graduate,No,Salaried,Urban,1,56864,20790,0,397036,0,5838702,16,767,0
Male,Yes,2,Graduate,No,Salaried,Urban,1,50264,24901,0,34004,0,1469942,58,732,1
Male,Yes,0,Not Graduate,No,Salaried,Rural,3,35820,0,0,298705,0,1750792,29,623,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,1,61998,0,7202,281395,0,927942,30,618,0
Male,Yes,2,Graduate,No,Government,Rural,1,44575,0,0,798883,0,457306,50,637,0
Male,Yes,3+,Graduate,No,Salaried,Rural,2,55489,23483,0,274018,0,1318291,23,692,0
Female,No,1,Graduate,Yes,Salaried,Semiurban,1,33265,11733,0,539321,0,2051442,55,702,0
Male,No,0,Not Graduate,No,Government,Urban,3,25816,0,0,781382,0,1352668,53,793,0
Male,Yes,0,Graduate,No,Government,Semiurban,1,50705,0,0,157921,430323,2935967,56,528,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,2,50092,0,0,504228,529530,916906,33,664,0
Female,Yes,2,Graduate,No,Self-Employed,Semiurban,1,36026,11770,0,167617,0,1560765,44,743,0
Male,No,0,Not Graduate,No,Self-Employed,Urban,2,32800,31411,0,44456,0,1826059,15,683,0
Female,No,2,Graduate,No,Self-Employed,Semiurban,2,67975,0,28016,552783,0,1013658,39,734,0
Female,Yes,0,Not Graduate,No,Self-Employed,Urban,3,64215,0,0,135579,0,414654,31,605,0
Male,No,2,Not Graduate,No,Salaried,Rural,2,140348,0,24818,578811,0,3741566,41,710,0
Female,Yes,3+,Not Graduate,No,Salaried,Semiurban,1,106861,13121,18708,730269,0,828455,29,620,0
Female,Yes,0,Graduate,No,Government,Urban,1,25930,34861,25256,391175,0,949751,25,728,1
Female,Yes,0,Graduate,Yes,Government,Urban,3,45018,40404,0,747493,0,744848,52,698,0
Female,Yes,2,Graduate,No,Salaried,Semiurban,2,23603,0,0,668614,410949,707527,38,635,0
Male,Yes,1,Not Graduate,No,Salaried,Semiurban,2,18182,0,0,21329,247736,1458311,41,630,0
Male,Yes,1,Not Graduate,No,Government,Semiurban,3,167258,17373,0,575715,0,375158,28,743,1
Male,No,1,Graduate,No,Salaried,Semiurban,1,112864,13903,0,464980,0,298737,30,689,0
Male,Yes,0,Not Graduate,No,Salaried,Semiurban,2,35361,16732,0,513795,0,1032889,50,781,0
Female,Yes,2,Graduate,No,Salaried,Urban,1,99075,0,15761,94815,430454,1237551,13,690,1
Male,Yes,0,Graduate,Yes,Salaried,Rural,1,107497,0,0,788047,0,502960,59,716,1
Female,Yes,3+,Graduate,No,Salaried,Semiurban,1,17387,0,13535,234769,0,483308,11,734,0
Female,Yes,0,Not Graduate,No,Salaried,Urban,3,79826,0,0,763873,0,604195,37,801,1
Female,Yes,2,Not Graduate,No,Salaried,Urban,2,38153,0,14,100117,473941,2898373,13,733,0
Female,Yes,0,Not Graduate,No,Other,Urban,1,61727,0,19649,74010,0,1341381,38,731,0
Male,Yes,0,Not Graduate,Yes,Government,Urban,1,261765,19820,0,490571,0,397003,7,675,1
Male,Yes,0,Graduate,No,Government,Semiurban,1,119578,32842,12020,536552,0,716937,8,738,0
Male,Yes,2,Not Graduate,No,Government,Urban,3,46595,0,0,714783,580385,507446,7,697,0
Male,Yes,1,Graduate,Yes,Self-Employed,Rural,2,109283,46838,29131,255430,146050,171778,15,782,1
Male,No,2,Not Graduate,No,Salaried,Semiurban,3,17372,9677,0,56103,0,956103,10,724,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,3,65956,0,831,326501,0,1862269,51,708,0
Female,Yes,1,Graduate,No,Salaried,Urban,3,66828,15611,0,746731,0,981923,54,680,1
Male,Yes,2,Graduate,Yes,Salaried,Semiurban,1,73711,0,0,308156,0,346092,38,731,1
Male,Yes,0,Graduate,No,Salaried,Urban,1,37801,0,0,353511,0,2213416,52,756,0
Female,Yes,0,Not Graduate,No,Other,Urban,2,61689,8546,0,289609,0,437922,27,740,1
Male,Yes,1,Graduate,No,Salaried,Urban,2,80062,0,0,528547,570743,935794,9,628,0
Male,Yes,0,Graduate,No,Salaried,Urban,2,13934,21359,21831,780553,0,341496,24,689,1
Female,No,0,Not Graduate,Yes,Self-Employed,Urban,1,42019,34121,8406,294342,461622,4123896,15,784,0
Female,Yes,1,Graduate,No,Salaried,Urban,3,30423,0,0,154482,0,1038501,8,633,0
Female,Yes,0,Graduate,No,Government,Rural,1,71966,0,0,622722,0,444170,13,806,0
Male,Yes,2,Graduate,No,Salaried,Urban,1,106680,0,0,296011,0,1050761,23,734,1
Female,No,3+,Graduate,No,Salaried,Semiurban,2,35712,0,22789,415294,0,699552,7,677,0
Female,No,1,Not Graduate,Yes,Government,Urban,1,27474,0,0,264562,0,3384961,44,752,0
Male,Yes,1,Graduate,No,Self-Employed,Urban,1,53328,0,17933,103305,0,682468,15,653,0
Female,No,0,Graduate,No,Salaried,Semiurban,1,26516,9778,27931,708244,0,378719,25,721,1
Female,Yes,2,Graduate,No,Self-Employed,Urban,1,44145,19762,18692,532499,0,482487,57,682,0
Male,No,0,Graduate,Yes,Self-Employed,Urban,1,41657,0,20419,15374,399301,213264,35,706,0
Male,No,1,Not Graduate,No,Salaried,Semiurban,1,68791,11391,28727,417172,549924,907680,12,674,0
Female,Yes,3+,Not Graduate,No,Government,Urban,2,59464,13570,25085,10078,0,660400,30,578,0
Female,No,1,Graduate,Yes,Other,Urban,2,54641,0,18072,65938,0,1017790,19,686,0
Male,Yes,2,Graduate,No,Salaried,Urban,2,123013,17977,0,75754,0,1153891,15,712,0
Female,Yes,0,Graduate,Yes,Self-Employed,Urban,2,57996,11103,0,69255,204207,443697,19,725,1
Male,Yes,0,Graduate,No,Government,Urban,1,39734,26170,0,102825,0,563127,38,808,1
Male,No,2,Graduate,No,Salaried,Rural,1,42506,0,0,58133,59691,3839116,14,858,0
Male,Yes,0,Not Graduate,No,Other,Semiurban,3,32840,0,22248,214643,209904,398739,24,652,0
Female,Yes,2,Graduate,No,Self-Employed,Semiurban,2,28553,0,27246,305645,0,2817166,43,680,0
Female,No,0,Graduate,No,Salaried,Semiurban,1,23286,0,0,753646,64343,1534674,26,726,0
Male,Yes,2,Graduate,No,Self-Employed,Semiurban,3,93302,0,0,700747,0,7905193,59,873,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,2,33681,0,0,735504,167543,1789168,56,854,0
Male,Yes,1,Not Graduate,No,Salaried,Semiurban,1,59488,0,27967,549225,0,949288,52,724,1
Female,Yes,1,Graduate,No,Self-Employed,Urban,3,42397,12405,0,210526,476127,1315439,36,630,0
Female,Yes,1,Graduate,No,Salaried,Urban,2,49202,17360,0,761330,0,1306080,8,592,0
Female,Yes,0,Graduate,No,Self-Employed,Rural,3,94312,0,0,663420,360052,1714919,58,598,0
Female,No,1,Not Graduate,No,Salaried,Rural,1,55101,18405,12189,764734,0,642818,9,756,0
Female,No,0,Graduate,No,Salaried,Urban,1,30100,35076,0,113594,0,354008,37,730,1
Male,Yes,0,Not Graduate,Yes,Self-Employed,Semiurban,2,36662,0,16860,302639,0,290329,52,767,0
Male,Yes,0,Graduate,No,Other,Semiurban,1,80237,26700,0,264401,25198,399007,56,785,0
Male,Yes,1,Not Graduate,Yes,Government,Urban,1,65220,16478,2087,450291,372033,2155703,18,757,0
Female,Yes,0,Not Graduate,No,Government,Rural,3,83042,0,0,579610,417546,755654,23,742,0
Female,Yes,3+,Graduate,No,Salaried,Semiurban,1,43853,0,3034,649663,0,2441883,15,758,0
Male,Yes,1,Not Graduate,No,Government,Semiurban,3,23201,0,3028,536425,0,371841,22,616,0
Female,No,0,Graduate,Yes,Salaried,Urban,2,66067,0,0,115114,467953,1361417,29,789,0
Male,Yes,1,Graduate,No,Salaried,Urban,3,57459,18899,0,411845,309510,490484,24,697,1
Male,Yes,2,Graduate,No,Salaried,Urban,2,58292,33479,0,41115,0,2107459,57,765,0
Female,No,0,Graduate,No,Government,Urban,2,23384,0,0,412828,571042,686997,38,731,0
Female,Yes,1,Graduate,No,Salaried,Semiurban,1,35159,21581,10952,8593,18319,1799224,11,786,0
Female,Yes,1,Not Graduate,No,Salaried,Rural,2,29842,0,8354,210924,80564,531872,48,783,0
Male,No,0,Not Graduate,No,Salaried,Semiurban,1,62282,0,20793,74346,0,534341,59,742,0
Male,Yes,2,Graduate,Yes,Salaried,Urban,1,63472,0,0,314669,331974,3649886,57,767,0
Female,No,0,Not Graduate,No,Government,Urban,1,48818,0,23689,715245,124598,2981882,39,849,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,1,85131,0,27888,623416,473750,343641,45,739,1
Male,No,2,Graduate,No,Salaried,Urban,1,113512,33045,13882,265955,2807,458551,54,588,0
Female,No,1,Not Graduate,No,Salaried,Rural,2,60715,0,0,772105,110824,485539,57,758,1
Male,No,2,Graduate,Yes,Salaried,Semiurban,1,72320,28462,0,294707,289035,257161,41,671,1
Female,No,1,Graduate,No,Salaried,Rural,1,37120,0,0,730650,0,201448,53,784,1
Female,Yes,2,Not Graduate,No,Salaried,Urban,3,33550,18294,0,645393,549839,3206666,24,728,0
Male,Yes,2,Graduate,No,Self-Employed,Semiurban,2,87128,9579,0,152116,0,2038462,41,663,0
Male,Yes,0,Graduate,No,Salaried,Urban,3,30904,0,0,139276,219952,270552,6,750,0
Female,No,2,Graduate,No,Government,Semiurban,3,73362,37464,0,461462,366204,223922,48,813,1
Female,No,1,Graduate,No,Other,Urban,1,128731,0,0,196146,0,2545136,18,684,0
Female,Yes,0,Not Graduate,No,Salaried,Semiurban,3,71624,0,0,161514,137778,1681086,30,601,0
Female,No,1,Graduate,Yes,Salaried,Urban,1,47823,0,16234,765270,0,1412030,17,736,0
Female,No,0,Graduate,No,Self-Employed,Semiurban,3,23923,49043,0,240167,233900,1846713,34,702,0
Female,No,2,Graduate,No,Salaried,Urban,2,54698,0,2622,391799,0,1081551,32,652,0
Male,No,1,Graduate,No,Salaried,Urban,2,87097,0,0,640540,0,725743,31,610,0
Male,Yes,3+,Graduate,No,Salaried,Semiurban,2,45313,15964,0,649845,0,171234,13,610,0
Male,Yes,0,Graduate,No,Government,Rural,3,87693,32118,15805,320661,0,686427,29,743,1
Male,Yes,1,Graduate,Yes,Self-Employed,Semiurban,2,61116,0,28954,236217,16164,770573,25,682,0
Male,Yes,0,Graduate,Yes,Salaried,Semiurban,2,58689,20383,14312,799966,0,986362,52,603,0
Male,Yes,1,Graduate,No,Salaried,Urban,1,42005,8283,27691,133417,409062,1039950,25,846,0
Female,No,2,Not Graduate,No,Salaried,Urban,3,22447,0,0,497686,412718,3349460,6,716,1
Male,No,2,Not Graduate,No,Salaried,Urban,1,39575,0,23100,190403,0,3242928,29,739,0
Male,Yes,2,Not Graduate,No,Salaried,Rural,2,39403,0,0,615911,331525,484608,47,727,1
Male,Yes,2,Graduate,No,Government,Urban,2,68615,10043,29922,563969,552821,509594,29,704,0
Male,Yes,0,Graduate,No,Salaried,Rural,2,49583,0,3432,302375,306144,780251,28,540,0
Male,Yes,0,Not Graduate,No,Salaried,Semiurban,2,90718,0,3343,348534,0,5261806,39,691,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,3,58367,20339,7572,602521,0,654349,14,783,0
Male,Yes,1,Graduate,No,Salaried,Rural,3,37887,36278,20442,72597,237509,374763,37,685,0
Female,Yes,0,Not Graduate,No,Other,Urban,1,31939,0,0,477485,0,1456014,47,618,0
Female,Yes,1,Not Graduate,No,Salaried,Semiurban,3,35879,15488,0,287079,18317,742513,8,686,0
Female,Yes,0,Not Graduate,No,Salaried,Rural,3,54622,38089,14458,552657,0,1019124,43,816,0
Female,Yes,0,Not Graduate,Yes,Salaried,Semiurban,3,40730,31057,0,179911,517032,623577,38,714,1
Male,Yes,2,Graduate,No,Salaried,Urban,3,27659,32282,0,720745,172539,854115,18,555,0
Female,Yes,0,Graduate,No,Government,Urban,2,86983,4407,0,776419,0,1569874,43,623,0
Female,Yes,0,Not Graduate,No,Salaried,Semiurban,1,54369,15283,0,565962,0,881375,14,563,0
Male,No,0,Graduate,No,Salaried,Urban,2,58155,14192,8375,754541,0,989382,6,678,0
Female,Yes,2,Not Graduate,No,Salaried,Rural,2,31803,12187,24711,248310,0,842065,18,865,0
Male,Yes,3+,Graduate,No,Self-Employed,Urban,3,28194,37633,0,649915,0,451281,42,701,1
Female,No,1,Graduate,Yes,Self-Employed,Semiurban,2,45731,0,23766,459150,0,906758,26,628,0
Female,Yes,0,Not Graduate,No,Self-Employed,Semiurban,3,16387,0,0,1255,0,707358,16,769,0
Male,No,3+,Graduate,No,Salaried,Semiurban,2,76778,0,353,611666,0,2552136,42,592,0
Female,Yes,1,Not Graduate,Yes,Government,Semiurban,1,33947,0,13463,755271,0,4782684,18,724,0
Female,Yes,2,Graduate,No,Salaried,Rural,1,43154,11499,2933,557950,213435,663825,60,605,0
Female,Yes,2,Not Graduate,No,Salaried,Semiurban,3,63233,36835,0,47352,0,716803,39,801,1
Male,Yes,0,Graduate,Yes,Self-Employed,Semiurban,1,44188,27502,0,534417,130657,2070871,6,683,0
Female,Yes,1,Graduate,No,Salaried,Urban,1,26296,27448,5425,348527,371070,567466,58,646,0
Male,Yes,0,Graduate,No,Salaried,Urban,2,114452,0,0,496407,0,1267837,10,678,0
Male,Yes,0,Graduate,No,Salaried,Urban,3,21522,0,0,631376,0,921343,45,692,0
Male,Yes,2,Not Graduate,No,Salaried,Urban,2,14613,18219,0,170638,0,597402,24,636,0
Female,Yes,2,Graduate,No,Salaried,Semiurban,3,80887,0,18363,769586,0,2247542,26,525,0
Female,No,2,Graduate,No,Self-Employed,Semiurban,1,22406,17661,20163,313239,0,633290,37,724,0
Female,Yes,1,Graduate,Yes,Salaried,Semiurban,1,99589,0,20116,446230,0,622039,10,747,0
Female,Yes,0,Graduate,No,Self-Employed,Urban,2,61516,10575,9121,736090,504768,184256,9,783,1
Male,Yes,0,Graduate,No,Government,Urban,3,58420,0,21576,474414,0,1170635,57,850,0
Male,No,0,Graduate,No,Salaried,Rural,2,36563,0,0,89292,0,627417,39,788,0
Male,Yes,1,Graduate,Yes,Salaried,Rural,1,31755,0,0,305907,345663,471127,7,742,0
Male,Yes,1,Not Graduate,No,Government,Rural,2,40653,29889,0,246206,0,258432,9,804,0
Male,Yes,0,Graduate,No,Self-Employed,Rural,3,30862,0,0,4194,0,1154671,28,664,0
Male,Yes,3+,Not Graduate,No,Salaried,Semiurban,1,97148,0,0,364415,0,1215626,20,596,0
Male,No,0,Graduate,No,Salaried,Rural,1,33231,0,847,680283,0,361224,40,736,1
Male,Yes,2,Graduate,No,Self-Employed,Semiurban,2,66056,14392,14360,491958,310609,1033981,49,598,0
Male,Yes,1,Graduate,Yes,Salaried,Rural,1,86911,24387,19879,331479,0,222284,59,689,1
Male,Yes,0,Graduate,No,Self-Employed,Urban,2,30795,0,0,363878,569551,3230833,42,673,0
Female,No,2,Graduate,No,Salaried,Rural,1,61506,8814,26493,209956,433467,746017,7,710,0
Female,Yes,2,Not Graduate,No,Self-Employed,Semiurban,1,30581,0,0,646024,0,1246710,34,714,0
Female,No,1,Graduate,No,Salaried,Urban,2,45448,29113,13828,95843,521606,1114856,19,709,0
Male,No,1,Not Graduate,No,Self-Employed,Urban,1,38852,0,3879,59746,207405,2372050,27,634,0
Male,Yes,0,Graduate,No,Other,Rural,1,34107,25270,28948,251754,0,843067,28,626,0
Female,No,1,Graduate,No,Salaried,Semiurban,3,54532,0,0,759223,0,419691,56,676,1
Male,Yes,3+,Graduate,No,Self-Employed,Rural,1,25642,9854,0,89537,372524,1191482,29,717,0
Male,No,0,Not Graduate,No,Salaried,Urban,2,83354,0,2138,562105,204974,2312378,25,715,0
Male,Yes,0,Graduate,No,Salaried,Urban,3,27582,15937,0,418555,181910,2070252,35,596,0
Male,Yes,3+,Not Graduate,Yes,Government,Urban,1,24906,0,0,206388,27813,476259,24,701,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,1,43521,0,0,22376,0,572841,8,666,0
Male,No,1,Graduate,No,Salaried,Semiurban,2,40737,26668,20456,747646,0,1020897,57,694,0
Female,Yes,1,Graduate,No,Salaried,Semiurban,1,60799,16117,0,420082,0,1543245,39,742,0
Male,Yes,1,Not Graduate,No,Salaried,Urban,2,52388,55768,0,76628,0,261344,17,721,1
Male,Yes,0,Not Graduate,No,Self-Employed,Urban,3,20429,0,0,283676,179864,1036739,39,688,0
Female,Yes,0,Graduate,No,Salaried,Urban,1,86024,13088,0,375011,21661,1292708,10,683,0
Male,Yes,0,Not Graduate,No,Salaried,Rural,2,42926,36466,0,797802,417890,611209,52,552,0
Male,Yes,2,Graduate,No,Salaried,Urban,3,57101,0,26679,480755,544339,1099541,12,728,0
Female,Yes,2,Not Graduate,Yes,Salaried,Urban,1,167873,11976,1216,716570,0,2654584,50,708,1
Male,Yes,1,Not Graduate,No,Salaried,Semiurban,1,101450,12368,27502,122003,0,1299933,20,603,0
Male,Yes,1,Not Graduate,No,Self-Employed,Rural,2,56138,44378,0,233066,0,580983,58,748,1
Male,Yes,0,Not Graduate,No,Salaried,Urban,3,23496,17966,0,721591,0,1398095,30,701,0
Male,Yes,0,Graduate,No,Salaried,Urban,1,23713,13715,0,723432,46652,467591,23,723,0
Male,No,2,Graduate,No,Self-Employed,Semiurban,1,94741,22069,0,491157,0,2049709,29,813,0
Female,Yes,1,Graduate,No,Salaried,Rural,1,40085,27687,0,189078,597245,1288212,29,751,0
Male,No,0,Graduate,No,Salaried,Semiurban,2,45576,0,0,760993,0,6771066,36,735,0
Male,No,0,Graduate,No,Self-Employed,Urban,1,26629,8146,6421,230147,0,1664393,44,642,0
Male,Yes,0,Graduate,Yes,Salaried,Semiurban,2,63895,42679,0,494047,0,2033510,15,673,0
Male,Yes,0,Graduate,No,Salaried,Rural,2,93672,0,0,156943,0,800451,9,661,0
Female,No,2,Graduate,Yes,Salaried,Semiurban,3,115581,34449,13827,223555,0,694414,12,738,0
Male,Yes,3+,Graduate,No,Salaried,Urban,3,39077,40193,10260,556571,456728,697292,59,760,1
Male,Yes,2,Graduate,No,Salaried,Urban,3,71286,41461,0,422875,508709,630792,31,674,0
Male,No,3+,Not Graduate,No,Other,Rural,1,47452,28135,28717,339688,0,3986387,60,652,0
Male,Yes,3+,Graduate,No,Salaried,Semiurban,1,81140,0,0,711189,0,443062,10,719,0
Male,No,1,Not Graduate,Yes,Self-Employed,Semiurban,2,49891,0,0,251911,424343,1017930,35,653,0
Female,Yes,0,Graduate,No,Government,Urban,2,31777,0,0,228569,0,488470,8,665,0
Male,No,2,Graduate,No,Self-Employed,Semiurban,2,103348,11387,0,346854,0,1067801,60,793,1
Male,Yes,0,Graduate,No,Salaried,Urban,1,52784,0,0,84317,352620,792652,13,613,0
Male,Yes,0,Graduate,No,Salaried,Urban,2,41211,16055,19183,681652,0,683864,56,696,0
Female,Yes,0,Graduate,No,Salaried,Rural,1,55135,0,27713,334984,117637,1435721,25,824,0
Male,Yes,1,Graduate,No,Government,Urban,2,33343,0,0,426106,0,1984366,37,547,0
Female,No,0,Graduate,No,Salaried,Urban,1,62828,0,0,69685,2416,1935782,22,665,1
Female,Yes,0,Graduate,No,Government,Rural,3,44882,8778,13804,539978,524073,984061,53,717,0
Female,No,1,Not Graduate,No,Self-Employed,Urban,1,32294,0,0,669560,0,488690,43,841,1
Male,Yes,2,Graduate,No,Government,Semiurban,3,184808,0,0,66650,529997,497045,50,614,0
Male,Yes,1,Graduate,Yes,Salaried,Semiurban,3,28732,0,0,123378,0,521469,44,682,0
Female,Yes,2,Graduate,No,Government,Rural,3,60723,39033,0,603657,0,1032536,29,646,1
Female,Yes,0,Graduate,No,Salaried,Rural,3,51586,18061,0,471281,0,1167849,30,842,0
Female,Yes,0,Not Graduate,No,Self-Employed,Semiurban,1,28444,0,0,267204,0,1148189,55,677,0
Male,Yes,1,Graduate,No,Salaried,Urban,2,41533,8257,0,526599,0,986178,59,644,0
Male,No,1,Graduate,No,Self-Employed,Semiurban,3,23893,39251,4691,540357,0,994134,45,697,0
Male,No,1,Graduate,No,Self-Employed,Rural,1,155802,18351,0,463191,0,550245,16,744,1
Female,Yes,2,Graduate,No,Salaried,Urban,2,43148,0,27161,746264,0,234756,31,814,0
Male,Yes,2,Graduate,Yes,Salaried,Semiurban,2,45217,0,0,396076,0,826545,14,621,0
Male,Yes,3+,Not Graduate,No,Salaried,Urban,2,145748,23308,0,475310,588669,2263131,9,775,0
Female,Yes,0,Graduate,No,Salaried,Urban,3,31779,0,0,62218,516974,1174320,29,724,0
Male,Yes,0,Graduate,No,Self-Employed,Urban,2,101895,0,22089,21693,0,372936,17,746,0
Female,Yes,1,Graduate,No,Salaried,Urban,1,69263,0,20457,708003,57165,1062335,44,606,0
Male,No,0,Graduate,No,Salaried,Rural,3,16837,25674,0,442407,0,349180,46,645,0
Male,No,0,Graduate,No,Self-Employed,Rural,1,40769,16259,1283,242758,0,1097878,37,636,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,3,63570,0,16742,527578,0,1004911,46,652,0
Female,Yes,0,Graduate,No,Other,Semiurban,3,50987,37087,18657,657772,0,395588,54,765,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,3,51063,0,14600,65492,0,749018,49,737,0
Male,No,0,Graduate,No,Salaried,Rural,2,35804,15437,0,495328,56825,501792,12,659,0
Female,Yes,1,Graduate,No,Salaried,Rural,2,33782,0,18409,629944,313236,1817192,53,550,0
